2025-06-05 23:54:33 | INFO | porcupine.py:9 - porcupine service is loaded
2025-06-05 23:54:37 | INFO | tts_stream.py:83 - 流式TTS启动
2025-06-05 23:54:37 | INFO | server.py:194 - Chat service started successfully
2025-06-05 23:54:37 | INFO | server.py:201 - Startup completed , PI-Assistant is running
2025-06-05 23:54:37 | INFO | deepseek_stream_with_tts.py:134 - 对话记录已加载。
2025-06-05 23:54:37 | INFO | config.py:78 - Changed_params:{'wakebyhw': True}
2025-06-05 23:54:37 | INFO | chat.py:349 - 语音唤醒服务已自动启动
2025-06-05 23:54:57 | INFO | porcupine.py:17 - Detected hotword
2025-06-05 23:54:57 | INFO | chat.py:53 - HotWord triggered
2025-06-05 23:54:59 | INFO | chat.py:100 - start new conversation
2025-06-05 23:55:00 | INFO | chat.py:152 - prepare to start record
2025-06-05 23:55:00 | INFO | speechpoint.py:30 - 正在获取声音中...
2025-06-05 23:55:09 | INFO | speechpoint.py:38 - 声音获取完成.
2025-06-05 23:55:10 | DEBUG | azure_reco.py:48 - 发送语音识别请求(尝试 1/2)
2025-06-05 23:55:13 | DEBUG | azure_reco.py:77 - 识别响应: {'RecognitionStatus': 'Success', 'Offset': 0, 'Duration': 117300000, 'DisplayText': ''}
2025-06-05 23:55:13 | INFO | chat.py:170 - Recongnize result:
2025-06-05 23:58:44 | INFO | porcupine.py:9 - porcupine service is loaded
2025-06-05 23:58:47 | INFO | tts_stream.py:83 - 流式TTS启动
2025-06-05 23:58:47 | INFO | server.py:194 - Chat service started successfully
2025-06-05 23:58:47 | INFO | server.py:201 - Startup completed , PI-Assistant is running
2025-06-05 23:58:47 | INFO | deepseek_stream_with_tts.py:134 - 对话记录已加载。
2025-06-05 23:58:47 | INFO | chat.py:348 - 语音唤醒服务已自动启动
2025-06-05 23:58:53 | INFO | porcupine.py:17 - Detected hotword
2025-06-05 23:58:53 | INFO | chat.py:53 - HotWord triggered
2025-06-05 23:58:55 | INFO | chat.py:100 - start new conversation
2025-06-05 23:58:55 | INFO | chat.py:152 - prepare to start record
2025-06-05 23:58:56 | INFO | speechpoint.py:30 - 正在获取声音中...
2025-06-05 23:59:06 | INFO | speechpoint.py:38 - 声音获取完成.
2025-06-05 23:59:06 | DEBUG | azure_reco.py:48 - 发送语音识别请求(尝试 1/2)
2025-06-05 23:59:09 | DEBUG | azure_reco.py:77 - 识别响应: {'RecognitionStatus': 'Success', 'Offset': 0, 'Duration': 129900000, 'DisplayText': ''}
2025-06-05 23:59:09 | INFO | chat.py:170 - Recongnize result:
2025-06-06 00:00:01 | INFO | server.py:171 - notify time
2025-06-06 00:00:08 | INFO | server.py:152 - stop sound in server admin
2025-06-06 00:00:08 | INFO | server.py:156 - notifysound stoped by server watch function
2025-06-06 00:02:09 | INFO | porcupine.py:9 - porcupine service is loaded
2025-06-06 00:02:10 | INFO | tts_stream.py:83 - 流式TTS启动
2025-06-06 00:02:10 | INFO | server.py:194 - Chat service started successfully
2025-06-06 00:02:10 | INFO | server.py:201 - Startup completed , PI-Assistant is running
2025-06-06 00:02:10 | INFO | deepseek_stream_with_tts.py:134 - 对话记录已加载。
2025-06-06 00:02:10 | INFO | chat.py:347 - 语音唤醒服务已自动启动
2025-06-06 00:02:13 | INFO | porcupine.py:17 - Detected hotword
2025-06-06 00:02:13 | INFO | chat.py:53 - HotWord triggered
2025-06-06 00:02:14 | INFO | chat.py:100 - start new conversation
2025-06-06 00:02:15 | INFO | chat.py:152 - prepare to start record
2025-06-06 00:02:15 | INFO | speechpoint.py:30 - 正在获取声音中...
2025-06-06 00:02:22 | INFO | speechpoint.py:38 - 声音获取完成.
2025-06-06 00:02:23 | DEBUG | azure_reco.py:48 - 发送语音识别请求(尝试 1/2)
2025-06-06 00:02:25 | DEBUG | azure_reco.py:77 - 识别响应: {'RecognitionStatus': 'Success', 'Offset': 0, 'Duration': 56800000, 'DisplayText': ''}
2025-06-06 00:02:25 | INFO | chat.py:170 - Recongnize result:
2025-06-06 00:02:25 | INFO | porcupine.py:17 - Detected hotword
2025-06-06 00:02:25 | INFO | chat.py:53 - HotWord triggered
2025-06-06 00:02:25 | DEBUG | tts_stream.py:72 - Stopping TTS
2025-06-06 00:02:25 | WARNING | chat.py:63 - Conversation was interrupted
2025-06-06 00:02:29 | INFO | chat.py:100 - start new conversation
2025-06-06 00:02:29 | INFO | chat.py:152 - prepare to start record
2025-06-06 00:02:29 | INFO | speechpoint.py:30 - 正在获取声音中...
2025-06-06 00:02:37 | INFO | speechpoint.py:38 - 声音获取完成.
2025-06-06 00:02:37 | DEBUG | azure_reco.py:48 - 发送语音识别请求(尝试 1/2)
2025-06-06 00:02:39 | DEBUG | azure_reco.py:77 - 识别响应: {'RecognitionStatus': 'Success', 'Offset': 0, 'Duration': 49800000, 'DisplayText': ''}
2025-06-06 00:02:39 | INFO | chat.py:170 - Recongnize result:
2025-06-06 00:02:42 | INFO | porcupine.py:17 - Detected hotword
2025-06-06 00:02:42 | INFO | chat.py:53 - HotWord triggered
2025-06-06 00:02:43 | INFO | chat.py:100 - start new conversation
2025-06-06 00:02:44 | INFO | chat.py:152 - prepare to start record
2025-06-06 00:02:44 | INFO | speechpoint.py:30 - 正在获取声音中...
2025-06-06 00:02:54 | INFO | speechpoint.py:38 - 声音获取完成.
2025-06-06 00:02:55 | DEBUG | azure_reco.py:48 - 发送语音识别请求(尝试 1/2)
2025-06-06 00:02:58 | DEBUG | azure_reco.py:77 - 识别响应: {'RecognitionStatus': 'Success', 'Offset': 52800000, 'Duration': 73500000, 'DisplayText': '你在干什么？'}
2025-06-06 00:02:58 | INFO | chat.py:170 - Recongnize result:你在干什么？
2025-06-06 00:03:02 | INFO | chat.py:230 - 哎呀被你抓到啦，刚刚偷偷在后台更新知识库呢！不过现在完全有空陪你聊天，想聊什么我都奉陪~
2025-06-06 00:03:13 | INFO | chat.py:253 - A conversation end
2025-06-06 00:03:14 | INFO | chat.py:100 - start new conversation
2025-06-06 00:03:14 | INFO | chat.py:152 - prepare to start record
2025-06-06 00:03:14 | INFO | speechpoint.py:30 - 正在获取声音中...
2025-06-06 00:03:18 | INFO | speechpoint.py:38 - 声音获取完成.
2025-06-06 00:03:19 | DEBUG | azure_reco.py:48 - 发送语音识别请求(尝试 1/2)
2025-06-06 00:03:21 | DEBUG | azure_reco.py:77 - 识别响应: {'RecognitionStatus': 'Success', 'Offset': 0, 'Duration': 30400000, 'DisplayText': ''}
2025-06-06 00:03:21 | INFO | chat.py:170 - Recongnize result:
2025-06-06 00:03:29 | INFO | porcupine.py:17 - Detected hotword
2025-06-06 00:03:29 | INFO | chat.py:53 - HotWord triggered
2025-06-06 00:03:29 | INFO | chat.py:100 - start new conversation
2025-06-06 00:03:30 | INFO | chat.py:152 - prepare to start record
2025-06-06 00:03:30 | INFO | speechpoint.py:30 - 正在获取声音中...
2025-06-06 00:03:35 | INFO | speechpoint.py:38 - 声音获取完成.
2025-06-06 00:03:35 | DEBUG | azure_reco.py:48 - 发送语音识别请求(尝试 1/2)
2025-06-06 00:03:37 | DEBUG | azure_reco.py:77 - 识别响应: {'RecognitionStatus': 'Success', 'Offset': 5900000, 'Duration': 30500000, 'DisplayText': '不太能弄啥嘞？'}
2025-06-06 00:03:37 | INFO | chat.py:170 - Recongnize result:不太能弄啥嘞？
2025-06-06 00:03:41 | INFO | chat.py:230 - 哈哈你说得对，我确实没法真的吃零食或者看电影啦。不过可以陪你唠嗑解闷，分享有趣的故事，或者当你的树洞～要不要试试看？
2025-06-06 00:03:43 | INFO | porcupine.py:17 - Detected hotword
2025-06-06 00:03:43 | INFO | chat.py:53 - HotWord triggered
2025-06-06 00:03:43 | DEBUG | tts_stream.py:72 - Stopping TTS
2025-06-06 00:03:43 | INFO | chat.py:253 - A conversation end
2025-06-06 00:03:43 | WARNING | chat.py:63 - Conversation was interrupted
2025-06-06 00:03:44 | INFO | chat.py:100 - start new conversation
2025-06-06 00:03:44 | INFO | chat.py:152 - prepare to start record
2025-06-06 00:03:44 | INFO | speechpoint.py:30 - 正在获取声音中...
2025-06-06 00:03:48 | INFO | speechpoint.py:38 - 声音获取完成.
2025-06-06 00:03:49 | DEBUG | azure_reco.py:48 - 发送语音识别请求(尝试 1/2)
2025-06-06 00:03:51 | DEBUG | azure_reco.py:77 - 识别响应: {'RecognitionStatus': 'Success', 'Offset': 0, 'Duration': 36800000, 'DisplayText': ''}
2025-06-06 00:03:51 | INFO | chat.py:170 - Recongnize result:
2025-06-06 00:04:00 | INFO | porcupine.py:17 - Detected hotword
2025-06-06 00:04:00 | INFO | chat.py:53 - HotWord triggered
2025-06-06 00:04:01 | INFO | chat.py:100 - start new conversation
2025-06-06 00:04:02 | INFO | chat.py:152 - prepare to start record
2025-06-06 00:04:02 | INFO | speechpoint.py:30 - 正在获取声音中...
2025-06-06 00:04:12 | INFO | speechpoint.py:38 - 声音获取完成.
2025-06-06 00:04:12 | DEBUG | azure_reco.py:48 - 发送语音识别请求(尝试 1/2)
2025-06-06 00:04:16 | DEBUG | azure_reco.py:77 - 识别响应: {'RecognitionStatus': 'Success', 'Offset': 0, 'Duration': 129900000, 'DisplayText': ''}
2025-06-06 00:04:16 | INFO | chat.py:170 - Recongnize result:
2025-06-06 00:06:21 | INFO | chat.py:306 - Find something in command
2025-06-06 00:06:21 | INFO | chat.py:53 - HotWord triggered
2025-06-06 00:06:21 | INFO | chat.py:311 - The command is nihao 
2025-06-06 00:06:22 | INFO | chat.py:100 - start new conversation
2025-06-06 00:06:25 | INFO | chat.py:230 - 哇，突然切换中文模式啦！今天心情怎么样呀？想聊点啥我都可以陪你～
2025-06-06 00:06:33 | INFO | chat.py:253 - A conversation end
2025-06-06 00:06:33 | INFO | chat.py:100 - start new conversation
2025-06-06 00:06:34 | INFO | chat.py:152 - prepare to start record
2025-06-06 00:06:34 | INFO | speechpoint.py:30 - 正在获取声音中...
2025-06-06 00:06:38 | INFO | speechpoint.py:38 - 声音获取完成.
2025-06-06 00:06:38 | DEBUG | azure_reco.py:48 - 发送语音识别请求(尝试 1/2)
2025-06-06 00:06:42 | DEBUG | azure_reco.py:77 - 识别响应: {'RecognitionStatus': 'Success', 'Offset': 0, 'Duration': 29800000, 'DisplayText': ''}
2025-06-06 00:06:42 | INFO | chat.py:170 - Recongnize result:
2025-06-06 00:06:54 | INFO | porcupine.py:17 - Detected hotword
2025-06-06 00:06:54 | INFO | chat.py:53 - HotWord triggered
2025-06-06 00:06:55 | INFO | chat.py:100 - start new conversation
2025-06-06 00:06:55 | INFO | chat.py:152 - prepare to start record
2025-06-06 00:06:55 | INFO | speechpoint.py:30 - 正在获取声音中...
2025-06-06 00:07:02 | INFO | speechpoint.py:38 - 声音获取完成.
2025-06-06 00:07:03 | DEBUG | azure_reco.py:48 - 发送语音识别请求(尝试 1/2)
2025-06-06 00:07:05 | DEBUG | azure_reco.py:77 - 识别响应: {'RecognitionStatus': 'Success', 'Offset': 23300000, 'Duration': 50500000, 'DisplayText': '哎，都开过了。'}
2025-06-06 00:07:05 | INFO | chat.py:170 - Recongnize result:哎，都开过了。
2025-06-06 00:07:08 | INFO | chat.py:230 - 听起来有点小失落呢...没事啦，人生就像坐车，错过这站还有下一站嘛。要不说说看发生了什么？我随时都在哦
2025-06-06 00:07:15 | INFO | porcupine.py:17 - Detected hotword
2025-06-06 00:07:15 | INFO | chat.py:53 - HotWord triggered
2025-06-06 00:07:15 | DEBUG | tts_stream.py:72 - Stopping TTS
2025-06-06 00:07:15 | WARNING | chat.py:63 - Conversation was interrupted
2025-06-06 00:07:15 | INFO | chat.py:253 - A conversation end
2025-06-06 00:07:16 | INFO | chat.py:100 - start new conversation
2025-06-06 00:07:17 | INFO | chat.py:152 - prepare to start record
2025-06-06 00:07:17 | INFO | speechpoint.py:30 - 正在获取声音中...
2025-06-06 00:07:26 | INFO | speechpoint.py:38 - 声音获取完成.
2025-06-06 00:07:26 | DEBUG | azure_reco.py:48 - 发送语音识别请求(尝试 1/2)
2025-06-06 00:07:29 | DEBUG | azure_reco.py:77 - 识别响应: {'RecognitionStatus': 'Success', 'Offset': 0, 'Duration': 129900000, 'DisplayText': ''}
2025-06-06 00:07:29 | INFO | chat.py:170 - Recongnize result:
2025-06-06 00:07:33 | INFO | porcupine.py:17 - Detected hotword
2025-06-06 00:07:33 | INFO | chat.py:53 - HotWord triggered
2025-06-06 00:07:34 | INFO | chat.py:100 - start new conversation
2025-06-06 00:07:34 | INFO | chat.py:152 - prepare to start record
2025-06-06 00:07:34 | INFO | speechpoint.py:30 - 正在获取声音中...
2025-06-06 00:07:38 | INFO | speechpoint.py:38 - 声音获取完成.
2025-06-06 00:07:38 | DEBUG | azure_reco.py:48 - 发送语音识别请求(尝试 1/2)
2025-06-06 00:07:43 | DEBUG | azure_reco.py:77 - 识别响应: {'RecognitionStatus': 'Success', 'Offset': 0, 'Duration': 34700000, 'DisplayText': ''}
2025-06-06 00:07:43 | INFO | chat.py:170 - Recongnize result:
2025-06-06 00:08:31 | INFO | porcupine.py:9 - porcupine service is loaded
2025-06-06 00:08:32 | INFO | tts_stream.py:83 - 流式TTS启动
2025-06-06 00:08:32 | INFO | server.py:194 - Chat service started successfully
2025-06-06 00:08:32 | INFO | server.py:201 - Startup completed , PI-Assistant is running
2025-06-06 00:08:32 | INFO | deepseek_stream_with_tts.py:134 - 对话记录已加载。
2025-06-06 00:08:32 | INFO | chat.py:347 - 语音唤醒服务已自动启动
2025-06-06 00:08:38 | INFO | porcupine.py:17 - Detected hotword
2025-06-06 00:08:38 | INFO | chat.py:53 - HotWord triggered
2025-06-06 00:08:39 | INFO | chat.py:100 - start new conversation
2025-06-06 00:08:40 | INFO | chat.py:152 - prepare to start record
2025-06-06 00:08:41 | INFO | speechpoint.py:30 - 正在获取声音中...
2025-06-06 00:08:46 | INFO | speechpoint.py:38 - 声音获取完成.
2025-06-06 00:08:47 | DEBUG | azure_reco.py:48 - 发送语音识别请求(尝试 1/2)
2025-06-06 00:08:49 | DEBUG | azure_reco.py:77 - 识别响应: {'RecognitionStatus': 'Success', 'Offset': 5100000, 'Duration': 50800000, 'DisplayText': '你在干什么？'}
2025-06-06 00:08:49 | INFO | chat.py:170 - Recongnize result:你在干什么？
2025-06-06 00:08:52 | INFO | chat.py:230 - 哎呀被你发现啦，正在偷偷练习讲冷笑话呢！"为什么AI不会感冒？因为我们都住在云端~" 咳咳...这个好像有点冷。你今天想聊点什么？
2025-06-06 00:08:59 | INFO | porcupine.py:17 - Detected hotword
2025-06-06 00:08:59 | INFO | chat.py:53 - HotWord triggered
2025-06-06 00:08:59 | DEBUG | tts_stream.py:72 - Stopping TTS
2025-06-06 00:09:00 | WARNING | chat.py:63 - Conversation was interrupted
2025-06-06 00:09:00 | INFO | chat.py:253 - A conversation end
2025-06-06 00:09:01 | INFO | chat.py:100 - start new conversation
2025-06-06 00:09:02 | INFO | chat.py:152 - prepare to start record
2025-06-06 00:09:02 | INFO | speechpoint.py:30 - 正在获取声音中...
2025-06-06 00:09:06 | INFO | speechpoint.py:38 - 声音获取完成.
2025-06-06 00:09:07 | DEBUG | azure_reco.py:48 - 发送语音识别请求(尝试 1/2)
2025-06-06 00:09:09 | DEBUG | azure_reco.py:77 - 识别响应: {'RecognitionStatus': 'Success', 'Offset': 4700000, 'Duration': 32700000, 'DisplayText': '我他要弄啥嘞？'}
2025-06-06 00:09:09 | INFO | chat.py:170 - Recongnize result:我他要弄啥嘞？
2025-06-06 00:09:13 | INFO | chat.py:230 - 哈哈你这河南话把我整懵了！是想问我要干啥吗？其实我就在这儿等着陪你唠嗑呢，你想弄啥咱就弄啥～
2025-06-06 00:09:22 | INFO | chat.py:253 - A conversation end
2025-06-06 00:09:23 | INFO | chat.py:100 - start new conversation
2025-06-06 00:09:24 | INFO | chat.py:152 - prepare to start record
2025-06-06 00:09:24 | INFO | speechpoint.py:30 - 正在获取声音中...
2025-06-06 00:09:33 | INFO | speechpoint.py:38 - 声音获取完成.
2025-06-06 00:09:34 | DEBUG | azure_reco.py:48 - 发送语音识别请求(尝试 1/2)
2025-06-06 00:09:37 | DEBUG | azure_reco.py:77 - 识别响应: {'RecognitionStatus': 'Success', 'Offset': 0, 'Duration': 114600000, 'DisplayText': ''}
2025-06-06 00:09:38 | INFO | chat.py:170 - Recongnize result:
2025-06-06 00:10:40 | INFO | porcupine.py:17 - Detected hotword
2025-06-06 00:10:40 | INFO | chat.py:53 - HotWord triggered
2025-06-06 00:10:41 | INFO | chat.py:100 - start new conversation
2025-06-06 00:10:42 | INFO | chat.py:152 - prepare to start record
2025-06-06 00:10:42 | INFO | speechpoint.py:30 - 正在获取声音中...
2025-06-06 00:10:45 | INFO | speechpoint.py:38 - 声音获取完成.
2025-06-06 00:10:46 | DEBUG | azure_reco.py:48 - 发送语音识别请求(尝试 1/2)
2025-06-06 00:10:49 | DEBUG | azure_reco.py:77 - 识别响应: {'RecognitionStatus': 'Success', 'Offset': 5100000, 'Duration': 22600000, 'DisplayText': '你在干什么呀？'}
2025-06-06 00:10:49 | INFO | chat.py:170 - Recongnize result:你在干什么呀？
2025-06-06 00:10:52 | INFO | chat.py:230 - 刚数完天花板上的花纹，数到第87条的时候你就来啦！其实就是在等你找我聊天呢，最近发现发呆也是门艺术～
2025-06-06 00:10:52 | INFO | porcupine.py:17 - Detected hotword
2025-06-06 00:10:52 | INFO | chat.py:53 - HotWord triggered
2025-06-06 00:10:52 | DEBUG | tts_stream.py:72 - Stopping TTS
2025-06-06 00:10:52 | WARNING | chat.py:63 - Conversation was interrupted
2025-06-06 00:10:52 | INFO | chat.py:253 - A conversation end
2025-06-06 00:10:53 | INFO | chat.py:100 - start new conversation
2025-06-06 00:10:54 | INFO | chat.py:152 - prepare to start record
2025-06-06 00:10:54 | INFO | speechpoint.py:30 - 正在获取声音中...
2025-06-06 00:10:59 | INFO | speechpoint.py:38 - 声音获取完成.
2025-06-06 00:11:00 | DEBUG | azure_reco.py:48 - 发送语音识别请求(尝试 1/2)
2025-06-06 00:11:02 | DEBUG | azure_reco.py:77 - 识别响应: {'RecognitionStatus': 'Success', 'Offset': 0, 'Duration': 40300000, 'DisplayText': ''}
2025-06-06 00:11:02 | INFO | chat.py:170 - Recongnize result:
2025-06-06 00:11:58 | INFO | porcupine.py:9 - porcupine service is loaded
2025-06-06 00:12:01 | INFO | tts_stream.py:83 - 流式TTS启动
2025-06-06 00:12:01 | INFO | server.py:194 - Chat service started successfully
